TargetCandidateName,TargetCandidateOffice,TargetPropositionName,ExpenderPosition,ExpenderName,ExpenderID,Amount,ExpenditureDscr,PayeeName,DateStart,DateEnd,DateRange
"Koytuk, Andrew",State Assembly,,O,"KEEPING CALIFORNIANS WORKING, DENTISTS, HOUSING PROVIDERS, ENERGY AND INSURANCE AGENTS",1365806,68000.0,MEDIA BUY,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,,U,VILLARAIGOSA GOVERNOR OF CALIFORNIA 2018; ELECT,1401337,25000.0,Print Ads,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Villaraigosa, Antonio",Governor,,S,"Families & Teachers for Antonio Villaraigosa for Governor 2018, sponsored by California Charter Schools Association Advocates",1404354,10750.0,POL,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Villaraigosa, Antonio",Governor,,S,"Families & Teachers for Antonio Villaraigosa for Governor 2018, sponsored by California Charter Schools Association Advocates",1404354,108640.0,POL,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Cox, John",Governor,,O,"Families & Teachers for Antonio Villaraigosa for Governor 2018, sponsored by California Charter Schools Association Advocates",1404354,195000.0,TEL,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Newsom, Gavin",Governor,,S,"Citizens Supporting Gavin Newsom for Governor 2018, sponsored by Labor Organizations and Blue Shield of California",1394881,378185.66,LIT / POS,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Newsom, Gavin",Governor,,S,"Citizens Supporting Gavin Newsom for Governor 2018, sponsored by Labor Organizations and Blue Shield of California",1394881,91631.11,LIT / POS,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Rivas, Robert",State Assembly,,O,"COALITION TO RESTORE CALIFORNIA'S MIDDLE CLASS, INCLUDING ENERGY COMPANIES WHO PRODUCE GAS, OIL, JOBS AND PAY TAXES, OPPOSING ROBERT RIVAS FOR STATE ASSEMBLY 2018",1399443,41935.0,RADIO ADS,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Wicks, Buffy",State Assembly,,S,California Dental Association Independent Expenditure PAC,1233321,2550.44,OFC,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Wicks, Buffy",State Assembly,,S,California Dental Association Independent Expenditure PAC,1233321,9750.0,POL,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Wicks, Buffy",State Assembly,,S,California Dental Association Independent Expenditure PAC,1233321,18000.0,POL,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Wicks, Buffy",State Assembly,,S,California Dental Association Independent Expenditure PAC,1233321,7750.0,POL,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Wicks, Buffy",State Assembly,,S,California Dental Association Independent Expenditure PAC,1233321,14022.4,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Rubio, Blanca",State Assembly,,S,Californians Allied for Patient Protection Independent Expenditure Account,1069689,14303.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Villaraigosa, Antonio",Governor,,O,"Restore Our Values, an independent committee supporting John Cox for Governor 2018",1404563,1506.0,Media Buy,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Villaraigosa, Antonio",Governor,,O,"Restore Our Values, an independent committee supporting John Cox for Governor 2018",1404563,3300.0,Media Buy Production,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop TBD - Yes on Recall of Josh Newman SD 29,S,California Republican Party - State,1030435,25000.0,Paid Walk Program,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop TBD - Yes on Recall of Josh Newman SD 29,S,California Republican Party - State,1030435,1122.38,Mailer-Graphic Design,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop TBD - Yes on Recall of Josh Newman SD 29,S,California Republican Party - State,1030435,6108.54,Consulting Services,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop TBD - Yes on Recall of Josh Newman SD 29,S,California Republican Party - State,1030435,4629.01,Mailer,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop TBD - Yes on Recall of Josh Newman SD 29,S,California Republican Party - State,1030435,1278.17,Mailer,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop 71 - SETS EFFECTIVE DATE FOR BALLOT MEASURES. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,S,California Democratic Party,1018392,14.96,mail production,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"",,Prop 72 - PERMITS LEGISLATURE TO EXCLUDE NEWLY CONSTRUCTED RAIN-CAPTURE SYSTEMS FROM PROPERTY-TAX REASSESSMENT REQUIREMENT. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,S,California Democratic Party,1018392,7.5,graphics,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Delgado, Vanessa",State Senate,,O,Truth & Dignity Municipal Leadership PAC,1382539,2000.0,Facebook Buys,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"candidates for state legislature generally, Republican",Republican cand. for state legislature g,,S,REAL SOLUTIONS TO LEAD CALIFORNIA PAC SPONSORED BY REPUBLICAN STATE LEADERSHIP COMMITTEE,1328013,171724.5,Cable placement and production,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"candidates for state legislature generally, Republican",Republican cand. for state legislature g,,S,REAL SOLUTIONS TO LEAD CALIFORNIA PAC SPONSORED BY REPUBLICAN STATE LEADERSHIP COMMITTEE,1328013,140370.5,Radio placement and production,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Medrano, Frine",State Assembly,,S,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,10242.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Medrano, Frine",State Assembly,,S,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,10242.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Medrano, Frine",State Assembly,,S,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,20261.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Delgado, Vanessa",State Senate,,S,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,10242.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Delgado, Vanessa",State Senate,,S,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,10242.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Garcia, Cristina",State Assembly,,O,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,20261.59,LIT,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Rivas, Robert",State Assembly,,S,Californians for More Affordable Homes and Quality Public Schools committee major funding from California Building Industry Association and EdVoice,1405752,19837.92,"CNS, LIT, POS",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Hernandez, Ed",,,S,Service Employees International Union United Healthcare Workers West PAC,1020788,31.13,"PHO $39,908.38",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Hernandez, Ed",,,S,Service Employees International Union United Healthcare Workers West PAC,1020788,37.17,"PHO $39,908.38",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Hernandez, Ed",,,S,Service Employees International Union United Healthcare Workers West PAC,1020788,11.13,"PHO $39,908.38",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Newsom, Gavin",,,S,Service Employees International Union United Healthcare Workers West PAC,1020788,31.13,"Field Expenses $21,617.57",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Newsom, Gavin",,,S,Service Employees International Union United Healthcare Workers West PAC,1020788,37.17,"CNS $21,617.57",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Newsom, Gavin",,,S,Service Employees International Union United Healthcare Workers West PAC,1020788,11.12,"Field Expenses $21,617.57",,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Hertzberg, Bob",State Senate,,O,"GOLT, TERESA",1413953,230.55,PRINTED POSTCARDS,,2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018-05-25
"Newsom, Gavin",,,S,African American Voter Registration Education and Participation Project in Support of Gavin Newsom for Governor 2018,1406095,1130.0,"LIT $314,022.63",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",,,S,African American Voter Registration Education and Participation Project in Support of Gavin Newsom for Governor 2018,1406095,54306.56,"POS $314,022.63",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",,,S,African American Voter Registration Education and Participation Project in Support of Gavin Newsom for Governor 2018,1406095,10290.0,"LIT $314,022.63",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",,,S,African American Voter Registration Education and Participation Project in Support of Gavin Newsom for Governor 2018,1406095,1642.2,"Voter Data $314,022.63",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",,,S,African American Voter Registration Education and Participation Project in Support of Gavin Newsom for Governor 2018,1406095,1224.77,"Voter Data $314,022.63",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",,,S,African American Voter Registration Education and Participation Project in Support of Gavin Newsom for Governor 2018,1406095,100000.0,"PHO $314,022.63",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Horvath, Tasha Boerner",State Assembly,,S,"Million More Voters, Sponsored by the California Labor Federation, AFL-CIO",1291923,29346.79,Mailer and Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Horvath, Tasha Boerner",State Assembly,,S,"Million More Voters, Sponsored by the California Labor Federation, AFL-CIO",1291923,5683.33,Polling for Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Rubio, Susan",State Senate,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,1500.0,Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Rubio, Susan",State Senate,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,37903.2,Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Rubio, Susan",State Senate,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,1250.0,Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Delgado, Vanessa",State Senate,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,1125.0,Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Delgado, Vanessa",State Senate,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,34014.15,Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Delgado, Vanessa",State Senate,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,937.5,Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Bailey, Steven",Attorney General,,O,"Building and Protecting a Strong California, A Coalition of Firefighters, Building Trades, REALTORS., Correctional Officers Organizations and Energy Providers",1363266,20000.0,Television Ads,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Ramos, James",State Assembly,,S,PEOPLE FOR BETTER GOVERNMENT COMMITTEE OF THE SAN MANUEL BAND OF MISSION INDIANS,1387303,50000.0,ONLINE ADS,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Garcia, Eduardo",State Assembly,,S,DART CONTAINER CORPORATION,1324683,10000.0,MAILERS,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Rodriguez, Freddie",State Assembly,,S,DART CONTAINER CORPORATION,1324683,12468.65,MAILERS,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Warren, Elizabeth",State Assembly,,O,California Republican Party - State,1030435,2207.5,AD 76 Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Warren, Elizabeth",State Assembly,,O,California Republican Party - State,1030435,1542.78,AD 76 Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Warren, Elizabeth",State Assembly,,O,California Republican Party - State,1030435,1138.78,Voter Data,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Horvath, Tasha Boerner",State Assembly,,O,California Republican Party - State,1030435,2207.5,AD 76 Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Horvath, Tasha Boerner",State Assembly,,O,California Republican Party - State,1030435,1542.77,AD 76 Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Horvath, Tasha Boerner",State Assembly,,O,California Republican Party - State,1030435,1138.78,Voter Data,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Graham, Phil",State Assembly,,O,SEIU California State Council Political Committee,1258324,5416.67,Polling,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Graham, Phil",State Assembly,,O,SEIU California State Council Political Committee,1258324,25086.0,Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Salas, Rudy",State Assembly,,S,Californians Allied for Patient Protection Independent Expenditure Account,1069689,6505.74,LIT,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Becerra, Xavier",Attorney General,,S,California Statewide Law Enforcement Association Independent Expenditure Committee,1254179,125000.0,TV Production/Cable Buy,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tacherra, Johnny",State Senate,,O,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,5825.0,RESEARCH,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tacherra, Johnny",State Senate,,O,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,23525.0,RADIO ADS,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tacherra, Johnny",State Senate,,O,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,5250.0,POLLING,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tacherra, Johnny",State Senate,,O,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,1475.0,RADIO AD PRODUCTION,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",Governor,,S,California Statewide Law Enforcement Association Independent Expenditure Committee,1254179,125000.0,TV Production/Cable Buy,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Poythress, Rob",State Senate,,S,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,5825.0,RESEARCH,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Poythress, Rob",State Senate,,S,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,23525.0,RADIO ADS,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Poythress, Rob",State Senate,,S,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,5250.0,POLLING,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Poythress, Rob",State Senate,,S,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,1475.0,RADIO AD PRODUCTION,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Mendoza, Tony",State Senate,,O,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,375.0,Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Mendoza, Tony",State Senate,,O,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,11338.05,Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Mendoza, Tony",State Senate,,O,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,312.5,Consulting,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Becerra, Xavier",Attorney General,,S,"Building and Protecting a Strong California, A Coalition of Firefighters, Building Trades, REALTORS., Correctional Officers Organizations and Energy Providers",1363266,20000.0,Television Ads,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"",,,U,VILLARAIGOSA GOVERNOR OF CALIFORNIA 2018; ELECT,1401337,33165.66,Print Ads,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Ramos, James",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,19405.52,MAILER,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Newsom, Gavin",Governor,,S,"Citizens Supporting Gavin Newsom for Governor 2018, sponsored by Labor Organizations and Blue Shield of California",1394881,90098.82,CNS,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"",,Prop 71 - SETS EFFECTIVE DATE FOR BALLOT MEASURES. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,S,California Democratic Party,1018392,11.68,postage,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"",,Prop 71 - SETS EFFECTIVE DATE FOR BALLOT MEASURES. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,S,California Democratic Party,1018392,17.93,mail production,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"",,Prop 71 - SETS EFFECTIVE DATE FOR BALLOT MEASURES. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,S,California Democratic Party,1018392,15.43,mail production,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,150000.0,TEL,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,37037.03,"LIT, OFC",,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,12935.0,RAD,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,100000.0,RAD,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Villaraigosa, Antonio",Governor,,S,"Families & Teachers for Antonio Villaraigosa for Governor 2018, sponsored by California Charter Schools Association Advocates",1404354,150.0,PHO,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Garcia, Monica",State Senate,,O,Keep California Golden,1376693,26997.56,Mailer (Estimated Costs),,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Rodrighez, Freddie",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,12467.65,MAILER,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"",,Prop TBD - Yes on Recall of Josh Newman SD 29,S,California Republican Party - State,1030435,56875.0,Digital Ads,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Rivas, Robert",State Assembly,,S,"Million More Voters, Sponsored by the California Labor Federation, AFL-CIO",1291923,17999.68,Mailer,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Haskin, Greg",State Assembly,,O,ATLAS PAC,1279586,12954.72,MASS MAIL,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
"Medrano, Frine",State Assembly,,S,"Families and Teachers United, sponsored by California Charter Schools Association Advocates",1367043,20261.59,LIT,,2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018-05-24
